timestamp,recipe_id,target_basis_weight,actual_basis_weight,stock_flow,filler_flow,steam_pressure,machine_speed,moisture,ash,caliper,deviation_percent,risk_level
2026-01-01 13:54:00,104,90,89.83,108.58,11.96,123.62,931.08,5.53,12.16,0.11,0.18,SAFE
2026-01-01 13:54:05,104,90,90.3,111.31,13.39,120.03,903.17,5.15,9.53,0.12,0.33,SAFE
2026-01-01 13:54:10,104,90,90.2,108.33,16.74,123.53,912.93,5.8,11.26,0.13,0.22,SAFE
2026-01-01 13:54:15,104,90,90.93,114.38,15.79,122.49,915.21,5.97,13.31,0.14,1.04,WARNING
2026-01-01 13:54:20,104,90,89.7,109.24,11.84,124.52,931.61,5.55,11.94,0.1,0.33,SAFE
2026-01-01 13:54:25,104,90,88.7,106.81,13.69,120.95,939.7,6.12,13.55,0.09,1.45,WARNING
2026-01-01 13:54:30,104,90,89.51,109.75,16.29,121.92,927.14,4.83,9.32,0.13,0.54,SAFE
2026-01-01 13:54:35,104,90,89.57,108.59,13.28,123.4,907.85,4.96,8.65,0.09,0.48,SAFE
2026-01-01 13:54:40,104,90,90.33,107.14,11.22,120.73,911.72,5.01,11.52,0.15,0.36,SAFE
2026-01-01 13:54:45,104,90,88.88,105.35,11.09,121.08,913.87,5.2,8.98,0.1,1.25,WARNING
2026-01-01 13:54:50,104,90,89.46,105.41,17.65,122.99,916.67,5.3,8.4,0.14,0.6,SAFE
2026-01-01 13:54:55,104,90,89.78,108.6,11.98,124.26,943.85,5.57,8.04,0.11,0.24,SAFE
2026-01-01 13:55:00,104,90,89.16,107.03,16.7,120.73,916.79,5.96,9.51,0.09,0.93,SAFE
2026-01-01 13:55:05,104,90,90.4,114.58,13.6,124.41,926.85,5.8,8.03,0.12,0.44,SAFE
2026-01-01 13:55:10,104,90,89.24,106.6,10.93,121.0,916.89,5.83,14.0,0.14,0.84,SAFE
2026-01-01 13:55:15,104,90,86.5,109.2,12.25,121.9,928.5,4.94,14.56,0.08,3.89,CRITICAL
2026-01-01 13:55:20,104,90,89.28,110.05,17.79,121.67,941.43,5.36,14.75,0.14,0.8,SAFE
2026-01-01 13:55:25,104,90,89.91,110.27,17.05,123.01,948.5,6.07,8.41,0.11,0.1,SAFE
2026-01-01 13:55:30,104,90,89.97,109.88,10.56,120.45,922.63,5.23,10.09,0.1,0.03,SAFE
2026-01-01 13:55:35,104,90,91.65,112.01,10.74,120.07,926.33,5.55,13.67,0.11,1.84,WARNING
2026-01-01 13:55:40,104,90,89.67,110.73,11.87,124.65,942.07,5.22,13.02,0.11,0.36,SAFE
2026-01-01 13:55:45,104,90,90.27,110.46,10.9,120.59,926.06,5.53,8.1,0.09,0.3,SAFE
2026-01-01 13:55:50,104,90,89.82,108.38,14.82,123.63,943.44,5.81,14.36,0.08,0.2,SAFE
2026-01-01 13:55:55,104,90,89.57,110.23,16.45,124.49,944.44,5.98,12.95,0.12,0.48,SAFE
2026-01-01 13:56:00,104,90,89.95,109.26,12.35,123.39,925.79,5.39,10.24,0.1,0.05,SAFE
2026-01-01 13:56:05,104,90,90.33,111.92,14.42,123.15,945.87,4.95,10.41,0.11,0.37,SAFE
2026-01-01 13:56:10,104,90,89.7,106.64,15.71,123.18,909.61,5.82,12.01,0.13,0.33,SAFE
2026-01-01 13:56:15,104,90,89.18,107.84,17.1,124.88,940.22,5.18,14.74,0.1,0.91,SAFE
2026-01-01 13:56:20,104,90,93.62,114.04,13.26,120.6,920.44,6.04,8.67,0.13,4.03,CRITICAL
2026-01-01 13:56:25,104,90,90.29,110.07,11.06,122.76,907.37,5.22,14.99,0.1,0.32,SAFE
2026-01-01 13:56:30,104,90,90.03,110.17,14.6,121.56,932.38,6.11,8.3,0.13,0.04,SAFE
2026-01-01 13:56:35,104,90,89.2,105.39,11.9,123.49,910.53,6.19,13.69,0.09,0.89,SAFE
2026-01-01 13:56:40,104,90,90.1,110.92,13.97,124.71,917.75,5.31,11.82,0.13,0.11,SAFE
2026-01-01 13:56:45,104,90,91.02,108.38,13.02,122.23,902.82,5.38,9.38,0.11,1.13,WARNING
2026-01-01 13:56:50,104,90,88.7,105.25,14.52,121.44,918.1,6.13,12.05,0.14,1.44,WARNING
2026-01-01 13:56:55,104,90,90.52,112.0,15.02,120.09,900.45,5.94,9.85,0.13,0.58,SAFE
2026-01-01 13:57:00,104,90,90.12,113.98,14.67,124.39,920.62,5.31,8.21,0.1,0.14,SAFE
2026-01-01 13:57:05,104,90,90.87,114.26,13.1,124.64,924.1,4.98,9.72,0.08,0.97,SAFE
2026-01-01 13:57:10,104,90,89.83,108.6,14.04,123.37,919.94,5.83,13.32,0.11,0.19,SAFE
2026-01-01 13:57:15,104,90,90.43,108.32,17.4,120.93,905.38,5.8,11.65,0.11,0.47,SAFE
2026-01-01 13:57:20,104,90,90.97,114.47,14.66,120.86,923.86,5.59,8.1,0.1,1.08,WARNING
2026-01-01 13:57:25,104,90,90.33,113.39,13.7,122.94,926.93,5.75,13.68,0.09,0.36,SAFE
2026-01-01 13:57:30,104,90,89.16,105.16,15.73,124.14,937.34,5.54,14.79,0.11,0.94,SAFE
2026-01-01 13:57:35,104,90,89.46,110.13,13.0,122.6,939.94,6.04,13.68,0.12,0.6,SAFE
2026-01-01 13:57:40,104,90,89.66,109.27,13.53,124.52,924.08,5.2,13.3,0.13,0.38,SAFE
2026-01-01 13:57:45,104,90,90.23,110.86,13.99,123.98,910.76,5.01,13.17,0.1,0.26,SAFE
2026-01-01 13:57:50,104,90,89.0,109.36,16.89,124.47,946.4,5.95,10.22,0.13,1.11,WARNING
2026-01-01 13:57:55,104,90,90.2,113.51,17.25,123.61,941.48,5.82,8.17,0.11,0.22,SAFE
2026-01-01 13:58:00,104,90,88.68,105.81,14.92,123.22,917.71,5.29,11.49,0.12,1.47,WARNING
2026-01-01 13:58:05,104,90,90.02,108.14,13.38,124.51,920.77,4.94,8.68,0.14,0.02,SAFE
2026-01-01 13:58:10,104,90,89.48,105.42,15.4,124.71,938.11,4.92,13.45,0.11,0.58,SAFE
2026-01-01 13:58:15,104,90,89.65,108.42,17.12,124.75,934.58,6.02,10.32,0.15,0.39,SAFE
2026-01-01 13:58:20,104,90,88.71,107.4,12.75,123.19,947.31,6.18,11.02,0.11,1.43,WARNING
2026-01-01 13:58:25,104,90,89.33,106.28,13.22,123.82,900.2,6.19,13.88,0.13,0.75,SAFE
2026-01-01 13:58:30,104,90,90.14,114.67,11.31,122.37,943.11,5.81,8.15,0.11,0.16,SAFE
2026-01-01 13:58:35,104,90,90.32,109.95,11.68,120.5,917.18,5.36,8.81,0.11,0.36,SAFE
2026-01-01 13:58:40,104,90,89.86,107.49,10.63,123.84,933.65,5.3,12.89,0.1,0.16,SAFE
2026-01-01 13:58:45,104,90,90.49,111.65,14.44,120.61,912.57,5.86,11.78,0.12,0.55,SAFE
2026-01-01 13:58:50,104,90,90.18,106.09,10.25,121.94,904.94,4.82,14.79,0.11,0.2,SAFE
2026-01-01 13:58:55,104,90,88.69,108.28,15.56,122.93,944.38,5.17,12.46,0.12,1.46,WARNING
2026-01-01 13:59:00,104,90,89.02,105.53,13.81,122.53,923.97,5.52,13.43,0.11,1.09,WARNING
2026-01-01 13:59:05,104,90,90.47,114.9,17.69,124.72,922.67,4.9,11.7,0.09,0.52,SAFE
2026-01-01 13:59:10,104,90,89.97,111.92,11.79,121.59,914.06,5.21,14.07,0.12,0.04,SAFE
2026-01-01 13:59:15,104,90,91.56,106.1,15.96,122.93,949.73,5.27,12.21,0.08,1.74,WARNING
2026-01-01 13:59:20,104,90,91.38,113.36,17.03,121.41,906.75,5.01,12.19,0.11,1.53,WARNING
2026-01-01 13:59:25,104,90,89.61,106.12,12.33,121.31,932.59,5.87,12.63,0.12,0.43,SAFE
2026-01-01 13:59:30,104,90,90.8,112.86,14.13,121.39,901.15,5.98,11.79,0.11,0.89,SAFE
2026-01-01 13:59:35,104,90,88.79,113.12,10.28,124.18,905.35,5.78,8.78,0.13,1.34,WARNING
2026-01-01 13:59:40,104,90,89.74,105.82,10.34,123.67,908.68,5.9,14.52,0.14,0.29,SAFE
2026-01-01 13:59:45,104,90,89.52,106.88,10.83,120.18,940.97,4.84,9.56,0.14,0.54,SAFE
2026-01-01 13:59:50,104,90,90.14,108.9,17.42,121.13,912.16,5.24,13.79,0.1,0.16,SAFE
2026-01-01 13:59:55,104,90,90.36,111.14,12.86,124.6,936.61,5.62,11.7,0.1,0.4,SAFE
2026-01-01 14:00:00,104,90,90.31,108.56,10.35,124.87,944.85,5.53,10.12,0.14,0.35,SAFE
2026-01-01 14:00:05,104,90,91.33,106.86,17.86,123.55,926.78,5.76,14.32,0.1,1.48,WARNING
2026-01-01 14:00:10,104,90,90.04,108.11,11.16,123.63,928.68,5.71,9.46,0.1,0.04,SAFE
2026-01-01 14:00:15,104,90,90.36,112.95,17.09,120.73,914.45,5.95,10.98,0.08,0.4,SAFE
2026-01-01 14:00:20,104,90,90.02,111.26,12.38,120.78,925.87,5.23,13.05,0.1,0.02,SAFE
2026-01-01 14:00:25,104,90,89.64,112.87,17.7,122.64,941.51,6.2,10.63,0.14,0.4,SAFE
2026-01-01 14:00:30,104,90,89.96,111.2,10.79,120.64,948.78,5.56,14.95,0.11,0.04,SAFE
2026-01-01 14:00:35,104,90,89.38,106.83,12.06,122.31,935.17,6.0,12.93,0.12,0.68,SAFE
2026-01-01 14:00:40,104,90,89.64,109.04,17.49,121.6,933.09,6.12,14.49,0.09,0.4,SAFE
2026-01-01 14:00:45,104,90,91.34,114.2,14.62,123.91,911.13,5.35,9.61,0.14,1.49,WARNING
2026-01-01 14:00:50,104,90,90.69,108.6,13.03,122.39,909.16,5.31,13.01,0.14,0.77,SAFE
2026-01-01 14:00:55,104,90,90.77,113.28,12.9,122.86,946.24,5.95,9.22,0.15,0.85,SAFE
2026-01-01 14:01:00,104,90,90.38,112.85,10.37,121.16,948.23,4.95,11.79,0.15,0.42,SAFE
2026-01-01 14:01:05,104,90,90.47,114.25,16.61,122.13,922.07,6.07,13.46,0.1,0.52,SAFE
2026-01-01 14:01:10,104,90,89.8,107.19,15.41,123.11,935.53,4.96,10.89,0.1,0.23,SAFE
2026-01-01 14:01:15,104,90,93.84,111.67,16.1,124.01,909.45,6.07,13.02,0.14,4.27,CRITICAL
2026-01-01 14:01:20,104,90,89.3,110.0,13.02,120.05,947.72,5.59,14.64,0.08,0.77,SAFE
2026-01-01 14:01:25,104,90,89.16,108.22,17.24,124.61,944.07,6.07,14.69,0.08,0.93,SAFE
2026-01-01 14:01:30,104,90,90.76,114.09,16.54,120.8,916.94,5.39,8.07,0.11,0.84,SAFE
2026-01-01 14:01:35,104,90,89.71,111.87,15.69,120.66,935.43,5.42,14.67,0.08,0.33,SAFE
2026-01-01 14:01:40,104,90,88.73,105.29,17.98,123.23,922.55,5.61,14.58,0.11,1.42,WARNING
2026-01-01 14:01:45,104,90,90.68,112.98,15.37,122.52,902.44,5.46,14.86,0.1,0.76,SAFE
2026-01-01 14:01:50,104,90,88.78,106.53,15.63,124.64,945.34,6.14,10.37,0.08,1.35,WARNING
2026-01-01 14:01:55,104,90,91.29,110.32,12.14,123.73,902.55,5.26,14.77,0.11,1.43,WARNING
2026-01-01 14:02:00,104,90,88.9,107.05,11.35,121.67,938.35,5.06,12.92,0.12,1.22,WARNING
2026-01-01 14:02:05,104,90,90.69,114.69,10.28,121.05,943.62,5.92,14.75,0.12,0.77,SAFE
2026-01-01 14:02:10,104,90,90.07,110.57,17.47,123.01,921.18,5.08,9.94,0.14,0.08,SAFE
2026-01-01 14:02:15,104,90,91.18,111.79,10.26,120.25,929.99,5.51,12.59,0.12,1.31,WARNING
2026-01-01 14:02:20,104,90,90.4,111.35,10.36,120.6,922.21,5.93,13.92,0.12,0.44,SAFE
2026-01-01 14:02:25,104,90,90.36,110.2,12.05,121.81,901.65,5.86,11.88,0.11,0.4,SAFE
2026-01-01 14:02:30,104,90,91.11,111.89,13.69,121.09,920.44,4.99,9.69,0.08,1.23,WARNING
2026-01-01 14:02:35,104,90,89.92,111.02,10.39,124.12,917.84,5.41,13.01,0.08,0.08,SAFE
2026-01-01 14:02:40,104,90,90.7,112.24,16.14,122.93,924.39,4.98,13.09,0.08,0.77,SAFE
2026-01-01 14:02:45,104,90,91.76,113.58,15.47,120.15,911.44,5.37,9.13,0.1,1.96,WARNING
2026-01-01 14:02:50,104,90,90.42,112.3,10.26,121.28,914.78,5.7,12.29,0.14,0.46,SAFE
2026-01-01 14:02:55,104,90,89.6,107.48,17.88,121.77,933.32,5.61,14.65,0.09,0.45,SAFE
2026-01-01 14:03:00,104,90,90.82,114.37,14.24,121.85,941.85,5.63,13.17,0.14,0.91,SAFE
2026-01-01 14:03:05,104,90,90.87,108.8,11.16,124.27,905.53,5.77,13.53,0.14,0.96,SAFE
2026-01-01 14:03:10,104,90,90.09,107.51,17.01,124.39,905.65,6.02,14.2,0.14,0.1,SAFE
2026-01-01 14:03:15,104,90,91.19,110.99,17.94,120.77,901.74,5.0,10.24,0.11,1.32,WARNING
2026-01-01 14:03:20,104,90,90.09,112.64,14.78,124.92,941.41,5.34,10.94,0.11,0.1,SAFE
2026-01-01 14:03:25,104,90,90.42,109.93,16.53,122.64,921.86,5.76,13.11,0.08,0.47,SAFE
2026-01-01 14:03:30,104,90,90.26,110.04,17.04,124.48,909.56,5.47,10.85,0.11,0.29,SAFE
2026-01-01 14:03:35,104,90,91.29,110.47,12.73,122.13,901.78,5.74,14.0,0.13,1.43,WARNING
2026-01-01 14:03:40,104,90,90.42,107.27,16.06,123.25,900.85,5.21,8.01,0.09,0.47,SAFE
2026-01-01 14:03:45,104,90,90.59,108.54,11.93,124.73,900.88,6.09,8.86,0.11,0.66,SAFE
2026-01-01 14:03:50,104,90,90.29,111.78,16.2,122.25,928.23,5.03,10.54,0.11,0.32,SAFE
2026-01-01 14:03:55,104,90,90.69,111.25,11.35,120.39,910.82,5.77,11.34,0.1,0.76,SAFE
2026-01-01 14:04:00,104,90,90.81,114.69,15.82,120.36,918.56,5.81,11.43,0.13,0.9,SAFE
2026-01-01 14:04:05,104,90,89.07,111.72,13.93,122.61,947.52,5.9,13.32,0.1,1.04,WARNING
2026-01-01 14:04:10,104,90,90.2,107.25,10.12,124.89,921.47,5.33,12.1,0.12,0.22,SAFE
2026-01-01 14:04:15,104,90,90.59,111.84,10.71,121.88,920.37,4.87,9.21,0.14,0.65,SAFE
2026-01-01 14:04:20,104,90,89.33,109.86,13.32,124.14,941.95,6.13,10.7,0.13,0.75,SAFE
2026-01-01 14:04:25,104,90,89.01,107.28,12.03,121.9,938.88,6.08,11.97,0.14,1.1,WARNING
2026-01-01 14:04:30,104,90,89.28,106.65,10.05,123.23,946.53,5.94,11.61,0.11,0.8,SAFE
2026-01-01 14:04:35,104,90,90.26,105.67,11.4,123.14,901.42,5.35,12.36,0.14,0.29,SAFE
2026-01-01 14:04:40,104,90,89.35,106.46,12.9,122.76,944.04,5.07,14.8,0.13,0.72,SAFE
2026-01-01 14:04:45,104,90,88.95,105.1,14.32,124.88,909.1,5.34,11.26,0.14,1.17,WARNING
2026-01-01 14:04:50,104,90,89.31,105.4,15.42,120.5,914.32,5.27,10.35,0.12,0.76,SAFE
2026-01-01 14:04:55,104,90,89.31,105.11,16.43,123.3,931.34,4.95,14.66,0.15,0.77,SAFE
2026-01-01 14:05:00,104,90,89.39,105.05,17.49,123.86,927.66,5.49,12.64,0.1,0.68,SAFE
2026-01-01 14:05:05,104,90,89.42,114.28,11.99,122.14,935.43,5.39,14.37,0.1,0.64,SAFE
2026-01-01 14:05:10,104,90,90.29,109.81,10.9,120.28,904.83,5.71,8.34,0.12,0.32,SAFE
2026-01-01 14:05:15,104,90,90.63,115.0,10.82,121.62,925.46,5.76,9.04,0.09,0.7,SAFE
2026-01-01 14:05:20,104,90,89.71,110.82,14.98,120.78,918.93,5.72,10.05,0.15,0.32,SAFE
2026-01-01 14:05:25,104,90,90.68,113.75,14.63,122.21,935.36,4.91,14.79,0.15,0.76,SAFE
2026-01-01 14:05:30,104,90,90.0,109.67,12.15,120.95,936.45,5.05,14.4,0.1,0.0,SAFE
2026-01-01 14:05:35,104,90,90.12,112.44,14.92,123.22,916.99,5.28,8.73,0.12,0.14,SAFE
2026-01-01 14:05:40,104,90,89.72,106.19,10.49,123.26,934.02,4.83,11.25,0.12,0.31,SAFE
2026-01-01 14:05:45,104,90,91.19,113.39,15.07,121.67,902.32,5.7,8.26,0.12,1.32,WARNING
2026-01-01 14:05:50,104,90,89.35,106.41,12.42,122.73,932.25,5.66,14.3,0.08,0.72,SAFE
2026-01-01 14:05:55,104,90,90.06,108.84,14.9,123.21,901.88,5.45,14.71,0.1,0.06,SAFE
2026-01-01 14:06:00,104,90,90.02,108.87,12.07,120.63,920.11,4.83,14.36,0.12,0.02,SAFE
2026-01-01 14:06:05,104,90,90.37,114.88,11.72,123.57,939.6,5.07,11.67,0.09,0.41,SAFE
2026-01-01 14:06:10,104,90,90.0,111.39,17.91,122.68,941.96,5.61,9.03,0.14,0.01,SAFE
2026-01-01 14:06:15,104,90,91.46,110.73,17.5,124.42,909.06,5.16,13.86,0.1,1.62,WARNING
2026-01-01 14:06:20,104,90,90.04,109.99,10.84,120.87,927.44,5.52,8.22,0.11,0.04,SAFE
2026-01-01 14:06:25,104,90,90.3,107.86,10.23,122.61,924.12,5.77,14.2,0.12,0.33,SAFE
2026-01-01 14:06:30,104,90,89.4,108.23,10.55,121.66,931.43,4.84,9.49,0.12,0.66,SAFE
2026-01-01 14:06:35,104,90,89.44,108.97,17.62,121.83,924.8,5.42,13.68,0.09,0.62,SAFE
2026-01-01 14:06:40,104,90,89.4,107.33,13.94,122.52,948.99,5.24,10.06,0.12,0.67,SAFE
2026-01-01 14:06:45,104,90,89.24,105.67,17.72,123.07,910.3,6.12,14.49,0.11,0.84,SAFE
2026-01-01 14:06:50,104,90,89.79,113.75,14.32,123.59,937.9,5.22,14.05,0.13,0.23,SAFE
2026-01-01 14:06:55,104,90,92.32,106.03,17.15,120.49,937.97,5.82,13.91,0.13,2.58,CRITICAL
2026-01-01 14:07:00,104,90,90.22,109.34,14.07,121.52,928.45,5.29,12.07,0.11,0.25,SAFE
2026-01-01 14:07:05,104,90,90.36,113.25,14.16,120.79,921.96,5.65,12.29,0.08,0.4,SAFE
2026-01-01 14:07:10,104,90,90.95,112.08,13.62,123.64,907.22,4.91,13.79,0.12,1.05,WARNING
2026-01-01 14:07:15,104,90,90.48,107.9,15.32,123.25,911.1,5.37,9.76,0.11,0.53,SAFE
2026-01-01 14:07:20,104,90,90.69,113.86,17.26,124.0,921.93,5.88,13.74,0.14,0.76,SAFE
2026-01-01 14:07:25,104,90,89.39,108.17,15.39,121.46,948.31,5.83,13.64,0.12,0.67,SAFE
2026-01-01 14:07:30,104,90,90.14,110.33,16.49,120.8,933.85,5.74,13.57,0.08,0.16,SAFE
2026-01-01 14:07:35,104,90,90.04,112.64,13.94,123.79,940.7,4.98,14.78,0.13,0.04,SAFE
2026-01-01 14:07:40,104,90,90.23,108.45,13.51,122.98,911.34,6.12,12.88,0.13,0.25,SAFE
2026-01-01 14:07:45,104,90,90.04,113.51,14.98,121.41,949.27,6.02,14.76,0.09,0.05,SAFE
2026-01-01 14:07:50,104,90,90.9,113.52,10.82,123.23,900.29,5.77,14.36,0.14,1.0,WARNING
2026-01-01 14:07:55,104,90,90.83,110.91,11.94,123.77,907.12,5.78,8.99,0.1,0.92,SAFE
2026-01-01 14:08:00,104,90,88.98,109.89,13.19,120.13,946.21,5.32,8.78,0.09,1.13,WARNING
2026-01-01 14:08:05,104,90,90.62,114.19,11.0,123.36,907.04,5.29,9.79,0.1,0.68,SAFE
2026-01-01 14:08:10,104,90,90.49,112.68,14.99,121.07,934.15,5.4,14.75,0.11,0.55,SAFE
2026-01-01 14:08:15,104,90,90.28,112.6,13.7,120.62,911.63,6.18,10.97,0.1,0.31,SAFE
2026-01-01 14:08:20,104,90,89.59,106.61,14.01,124.42,935.62,5.14,9.77,0.1,0.46,SAFE
2026-01-01 14:08:25,104,90,89.66,108.28,12.83,122.89,912.46,5.21,14.86,0.13,0.38,SAFE
2026-01-01 14:08:30,104,90,89.45,108.23,11.2,120.15,948.24,5.51,13.51,0.14,0.61,SAFE
2026-01-01 14:08:35,104,90,89.4,108.74,14.98,121.31,921.56,5.03,10.35,0.11,0.66,SAFE
2026-01-01 14:08:40,104,90,89.6,110.27,17.39,121.24,918.07,5.01,11.75,0.12,0.45,SAFE
2026-01-01 14:08:45,104,90,90.69,108.81,15.43,122.95,902.46,6.17,10.24,0.12,0.76,SAFE
2026-01-01 14:08:50,104,90,89.04,109.0,15.29,124.06,926.01,5.94,14.46,0.13,1.06,WARNING
2026-01-01 14:08:55,104,90,90.43,110.48,15.88,122.4,905.31,5.86,14.61,0.11,0.48,SAFE
2026-01-01 14:09:00,104,90,91.36,114.07,16.86,124.6,927.54,5.48,8.85,0.13,1.51,WARNING
2026-01-01 14:09:05,104,90,90.2,113.47,17.16,124.29,945.12,5.55,13.8,0.14,0.22,SAFE
2026-01-01 14:09:10,104,90,88.98,106.77,10.33,121.76,927.22,5.83,12.69,0.09,1.13,WARNING
2026-01-01 14:09:15,104,90,89.97,112.68,16.25,121.56,942.65,5.1,11.15,0.08,0.04,SAFE
2026-01-01 14:09:20,104,90,89.68,109.96,11.1,123.86,945.04,5.27,14.43,0.13,0.35,SAFE
2026-01-01 14:09:25,104,90,89.54,110.74,12.33,124.65,936.55,5.63,8.14,0.08,0.51,SAFE
2026-01-01 14:09:30,104,90,91.02,111.89,10.98,121.12,908.15,4.99,13.79,0.13,1.14,WARNING
2026-01-01 14:09:35,104,90,89.63,105.31,13.59,124.17,924.95,4.9,10.58,0.1,0.41,SAFE
2026-01-01 14:09:40,104,90,88.63,107.21,16.06,123.4,938.13,4.81,13.05,0.15,1.52,WARNING
2026-01-01 14:09:45,104,90,89.81,108.98,14.71,121.4,926.11,4.98,8.33,0.11,0.21,SAFE
2026-01-01 14:09:50,104,90,89.79,105.47,12.26,120.93,902.09,5.43,14.15,0.09,0.23,SAFE
2026-01-01 14:09:55,104,90,90.84,106.82,14.94,123.15,900.13,5.35,8.19,0.11,0.93,SAFE
2026-01-01 14:10:00,104,90,89.69,112.41,10.01,122.26,936.97,5.47,11.78,0.12,0.34,SAFE
2026-01-01 14:10:05,104,90,89.51,108.53,12.54,120.76,920.44,5.45,14.64,0.13,0.55,SAFE
2026-01-01 14:10:10,104,90,90.42,110.48,17.61,120.41,907.76,5.43,14.47,0.13,0.47,SAFE
2026-01-01 14:10:15,104,90,93.43,108.52,14.7,121.45,928.99,5.16,8.54,0.09,3.81,CRITICAL
2026-01-01 14:10:20,104,90,89.65,108.86,16.31,124.96,918.37,5.14,9.89,0.11,0.39,SAFE
2026-01-01 14:10:25,104,90,90.11,110.49,13.13,124.06,921.55,4.82,13.94,0.1,0.12,SAFE
2026-01-01 14:10:30,104,90,91.0,114.83,10.12,124.95,906.14,5.29,13.01,0.1,1.11,WARNING
2026-01-01 14:10:35,104,90,90.73,113.83,12.37,121.99,940.56,5.54,11.76,0.15,0.81,SAFE
2026-01-01 14:10:40,104,90,90.95,110.94,11.7,121.37,902.34,5.4,10.53,0.13,1.05,WARNING
2026-01-01 14:10:45,104,90,89.49,110.2,12.72,120.81,946.63,6.09,13.57,0.12,0.56,SAFE
2026-01-01 14:10:50,104,90,90.42,113.4,14.28,124.92,936.09,5.33,13.7,0.13,0.46,SAFE
2026-01-01 14:10:55,104,90,89.65,105.31,13.43,122.59,929.97,5.73,14.31,0.09,0.39,SAFE
2026-01-01 14:11:00,104,90,91.19,112.26,10.13,123.23,932.26,4.93,10.67,0.11,1.32,WARNING
2026-01-01 14:11:05,104,90,90.44,111.7,11.49,121.94,920.12,5.91,14.72,0.11,0.49,SAFE
2026-01-01 14:11:10,104,90,90.22,109.37,17.94,124.47,920.27,5.83,13.13,0.09,0.24,SAFE
2026-01-01 14:11:15,104,90,89.43,105.93,16.92,124.71,943.45,5.64,11.45,0.11,0.63,SAFE
2026-01-01 14:11:20,104,90,89.83,110.25,14.93,122.33,945.45,6.16,11.19,0.1,0.19,SAFE
2026-01-01 14:11:25,104,90,88.87,106.06,16.33,122.15,907.31,5.43,8.79,0.12,1.25,WARNING
2026-01-01 14:11:30,104,90,89.91,109.61,15.8,121.81,926.29,5.89,12.88,0.12,0.1,SAFE
2026-01-01 14:11:35,104,90,90.72,110.41,15.5,120.36,911.6,5.44,10.85,0.08,0.8,SAFE
2026-01-01 14:11:40,104,90,91.72,114.62,14.07,121.26,925.93,5.0,12.3,0.1,1.91,WARNING
2026-01-01 14:11:45,104,90,89.59,107.18,12.25,120.12,900.26,5.7,11.33,0.12,0.45,SAFE
2026-01-01 14:11:50,104,90,89.82,111.39,10.7,121.24,902.56,5.38,14.89,0.12,0.2,SAFE
2026-01-01 14:11:55,104,90,90.6,109.74,13.92,123.16,900.92,5.21,9.57,0.11,0.67,SAFE
2026-01-01 14:12:00,104,90,89.77,110.3,13.43,122.03,927.07,5.3,10.24,0.11,0.26,SAFE
2026-01-01 14:12:05,104,90,90.09,114.55,14.43,122.36,941.99,6.16,8.78,0.14,0.1,SAFE
2026-01-01 14:12:10,104,90,90.15,108.96,16.32,122.48,927.69,5.27,9.35,0.14,0.17,SAFE
2026-01-01 14:12:15,104,90,89.53,106.15,10.13,123.9,910.87,5.37,12.42,0.11,0.53,SAFE
2026-01-01 14:12:20,104,90,90.04,113.78,12.93,120.32,946.54,5.25,14.41,0.09,0.05,SAFE
2026-01-01 14:12:25,104,90,89.31,107.77,17.88,121.4,932.27,5.98,13.93,0.13,0.77,SAFE
2026-01-01 14:12:30,104,90,89.63,105.94,17.58,120.19,910.78,5.93,13.86,0.09,0.41,SAFE
2026-01-01 14:12:35,104,90,90.19,114.99,15.46,120.99,932.36,5.59,12.61,0.1,0.21,SAFE
2026-01-01 14:12:40,104,90,90.71,111.69,14.39,124.54,905.13,5.61,8.46,0.09,0.79,SAFE
2026-01-01 14:12:45,104,90,89.68,110.25,16.53,122.56,944.18,5.3,14.97,0.14,0.35,SAFE
2026-01-01 14:12:50,104,90,89.8,109.8,10.86,124.96,922.0,5.07,12.89,0.09,0.22,SAFE
2026-01-01 14:12:55,104,90,89.93,109.35,12.13,120.23,912.9,5.61,8.14,0.14,0.08,SAFE
2026-01-01 14:13:00,104,90,89.94,109.91,16.65,120.74,917.37,5.51,9.69,0.13,0.07,SAFE
2026-01-01 14:13:05,104,90,90.44,113.86,16.35,122.33,923.86,4.82,8.28,0.11,0.48,SAFE
2026-01-01 14:13:10,104,90,89.38,109.42,16.81,123.78,926.97,5.87,8.55,0.15,0.69,SAFE
2026-01-01 14:13:15,104,90,89.8,112.0,14.29,122.71,946.46,5.82,11.31,0.09,0.23,SAFE
2026-01-01 14:13:20,104,90,90.69,112.55,14.67,123.97,922.06,6.11,8.35,0.09,0.77,SAFE
2026-01-01 14:13:25,104,90,89.53,107.27,15.24,122.27,913.85,5.8,8.92,0.1,0.52,SAFE
2026-01-01 14:13:30,104,90,89.82,108.1,13.81,121.54,932.22,5.61,13.06,0.11,0.2,SAFE
2026-01-01 14:13:35,104,90,89.23,107.64,11.78,123.2,931.32,5.71,9.23,0.15,0.86,SAFE
2026-01-01 14:13:40,104,90,90.63,114.61,15.3,120.23,943.77,6.1,14.26,0.1,0.7,SAFE
2026-01-01 14:13:45,104,90,89.74,110.7,17.07,124.94,949.58,5.21,11.03,0.13,0.29,SAFE
2026-01-01 14:13:50,104,90,90.06,113.21,13.92,123.12,937.24,5.82,8.09,0.12,0.07,SAFE
